sequence,phase,command,cwd,start_utc,end_utc,duration_seconds,exit_code,stdout_log,stderr_log,status,artifacts_created,artifacts_reused,blocker
99,cpu_autorun,python3 scripts/run_all_available_cpu_stages.py --resume --explain,.,2026-07-20T18:59:57.761263Z,2026-07-20T18:59:58.035608Z,0.274288,10,reports/phase1_command_logs/0099_cpu_autorun.stdout.log,reports/phase1_command_logs/0099_cpu_autorun.stderr.log,EXPECTED_BOUNDARY,artifacts/cvpr/kaggle_inputs/diagnostic;artifacts/cvpr/kaggle_inputs/preflight;artifacts/cvpr/kaggle_inputs/generation;artifacts/cvpr/kaggle_inputs/features;reports/CERTGEN_PHASE1_AUTORUN_STATUS.json,,
100,kaggle_inventory,python3 -m certgen kaggle inventory --explain --json,.,2026-07-20T19:00:12.107875Z,2026-07-20T19:00:12.248581Z,0.140654,0,reports/phase1_command_logs/0100_kaggle_inventory.stdout.log,reports/phase1_command_logs/0100_kaggle_inventory.stderr.log,PASS,,,
101,kaggle_build_diagnostic,python3 -m certgen kaggle build-input --stage diagnostic --explain --json,.,2026-07-20T19:00:12.338552Z,2026-07-20T19:00:12.491412Z,0.152794,0,reports/phase1_command_logs/0101_kaggle_build_diagnostic.stdout.log,reports/phase1_command_logs/0101_kaggle_build_diagnostic.stderr.log,PASS,,,
102,kaggle_build_preflight,python3 -m certgen kaggle build-input --stage preflight --profile cifar_integrity_minimal --explain --json,.,2026-07-20T19:00:12.580870Z,2026-07-20T19:00:12.754239Z,0.173312,0,reports/phase1_command_logs/0102_kaggle_build_preflight.stdout.log,reports/phase1_command_logs/0102_kaggle_build_preflight.stderr.log,PASS,,,
103,kaggle_build_generation,python3 -m certgen kaggle build-input --stage generation --scale 1k --study artifacts/cvpr/study/cifar_integrity_minimal.yaml --explain --json,.,2026-07-20T19:00:12.843276Z,2026-07-20T19:00:12.955920Z,0.112585,0,reports/phase1_command_logs/0103_kaggle_build_generation.stdout.log,reports/phase1_command_logs/0103_kaggle_build_generation.stderr.log,PASS,,,
104,kaggle_build_features,python3 -m certgen kaggle build-input --stage features --scale 1k --study artifacts/cvpr/study/cifar_integrity_minimal.yaml --explain --json,.,2026-07-20T19:00:13.046842Z,2026-07-20T19:00:13.159287Z,0.112384,0,reports/phase1_command_logs/0104_kaggle_build_features.stdout.log,reports/phase1_command_logs/0104_kaggle_build_features.stderr.log,PASS,,,
105,kaggle_validate_input,python3 -m certgen kaggle validate-input artifacts/cvpr/kaggle_inputs/diagnostic/certgen_kaggle_environment_diagnostic_input.zip --explain --json,.,2026-07-20T19:00:13.249909Z,2026-07-20T19:00:13.376528Z,0.126554,0,reports/phase1_command_logs/0105_kaggle_validate_input.stdout.log,reports/phase1_command_logs/0105_kaggle_validate_input.stderr.log,PASS,,,
106,kaggle_inspect_input,python3 -m certgen kaggle inspect-input artifacts/cvpr/kaggle_inputs/preflight/certgen_cvpr_preflight_input.zip --explain --json,.,2026-07-20T19:00:13.464299Z,2026-07-20T19:00:13.601301Z,0.136944,0,reports/phase1_command_logs/0106_kaggle_inspect_input.stdout.log,reports/phase1_command_logs/0106_kaggle_inspect_input.stderr.log,PASS,,,
107,kaggle_next,python3 -m certgen kaggle next --explain --json,.,2026-07-20T19:00:13.687366Z,2026-07-20T19:00:13.801486Z,0.114063,0,reports/phase1_command_logs/0107_kaggle_next.stdout.log,reports/phase1_command_logs/0107_kaggle_next.stderr.log,PASS,,,
108,reporting,"python3 -c 'import json; from certgen.phase1.reporting import generate_phase1_reports; print(json.dumps(generate_phase1_reports(), indent=2, sort_keys=True))'",.,2026-07-20T19:00:21.321111Z,2026-07-20T19:00:21.460141Z,0.138963,0,reports/phase1_command_logs/0108_reporting.stdout.log,reports/phase1_command_logs/0108_reporting.stderr.log,PASS,CERTGEN_PHASE1_PRE_GPU_COMPLETION_REPORT.md;CERTGEN_KAGGLE_T4X2_EXECUTION_HANDBOOK.md;CERTGEN_KAGGLE_RUN_LAUNCHBOARD.md;CERTGEN_KAGGLE_INPUT_BUNDLE_CATALOG.md;CERTGEN_KAGGLE_DEPENDENCY_AND_ASSET_GUIDE.md;CERTGEN_PHASE1_NEXT_ACTION.md;reports/CERTGEN_PHASE1_TEST_MATRIX.md;reports/CERTGEN_PHASE1_ARTIFACT_INVENTORY.csv;reports/CERTGEN_KAGGLE_RUNTIME_ESTIMATES.csv;reports/CERTGEN_KAGGLE_RUNTIME_ASSUMPTIONS.md,,
109,kaggle_launch_audit,python3 -m certgen audit kaggle-launch --explain --json,.,2026-07-20T19:00:38.790195Z,2026-07-20T19:00:39.013487Z,0.223229,0,reports/phase1_command_logs/0109_kaggle_launch_audit.stdout.log,reports/phase1_command_logs/0109_kaggle_launch_audit.stderr.log,PASS,,,
110,cpu_execution_audit,python3 -m certgen audit cpu-execution --explain --json,.,2026-07-20T19:00:43.643559Z,2026-07-20T19:00:43.797254Z,0.153631,0,reports/phase1_command_logs/0110_cpu_execution_audit.stdout.log,reports/phase1_command_logs/0110_cpu_execution_audit.stderr.log,PASS,,,
111,final_pre_run_audit,python3 -m certgen audit final-pre-run --explain --json,.,2026-07-20T19:00:50.928207Z,2026-07-20T19:00:51.929889Z,1.001626,0,reports/phase1_command_logs/0111_final_pre_run_audit.stdout.log,reports/phase1_command_logs/0111_final_pre_run_audit.stderr.log,PASS,,,
112,maximum_ceiling_audit,python3 -m certgen audit maximum-ceiling --explain --json,.,2026-07-20T19:00:52.029053Z,2026-07-20T19:00:53.361816Z,1.332680,0,reports/phase1_command_logs/0112_maximum_ceiling_audit.stdout.log,reports/phase1_command_logs/0112_maximum_ceiling_audit.stderr.log,PASS,,,
113,cvpr_audit,python3 -m certgen audit cvpr --explain --json,.,2026-07-20T19:00:53.462624Z,2026-07-20T19:00:53.634935Z,0.172235,0,reports/phase1_command_logs/0113_cvpr_audit.stdout.log,reports/phase1_command_logs/0113_cvpr_audit.stderr.log,PASS,,,
114,final_state_readiness,python3 -m certgen readiness --explain --json,.,2026-07-20T19:01:01.360439Z,2026-07-20T19:01:01.484887Z,0.124369,0,reports/phase1_command_logs/0114_final_state_readiness.stdout.log,reports/phase1_command_logs/0114_final_state_readiness.stderr.log,PASS,,,
115,final_state_next_action,python3 -m certgen next-action --explain,.,2026-07-20T19:01:01.581649Z,2026-07-20T19:01:01.704270Z,0.122561,0,reports/phase1_command_logs/0115_final_state_next_action.stdout.log,reports/phase1_command_logs/0115_final_state_next_action.stderr.log,PASS,,,
116,final_state_doctor,python3 -m certgen doctor --json,.,2026-07-20T19:01:01.801348Z,2026-07-20T19:01:01.964397Z,0.162991,0,reports/phase1_command_logs/0116_final_state_doctor.stdout.log,reports/phase1_command_logs/0116_final_state_doctor.stderr.log,PASS,,,
117,final_state_kaggle_next,python3 -m certgen kaggle next --explain,.,2026-07-20T19:01:02.062207Z,2026-07-20T19:01:02.183456Z,0.121176,0,reports/phase1_command_logs/0117_final_state_kaggle_next.stdout.log,reports/phase1_command_logs/0117_final_state_kaggle_next.stderr.log,PASS,,,
118,final_compileall,python3 -m compileall -q certgen scripts tests,.,2026-07-20T19:01:25.350586Z,2026-07-20T19:01:25.451352Z,0.100710,0,reports/phase1_command_logs/0118_final_compileall.stdout.log,reports/phase1_command_logs/0118_final_compileall.stderr.log,PASS,,,
119,final_imports,"python3 -c 'import certgen; import certgen.__main__; import certgen.phase1.audit; import certgen.phase1.kaggle; import certgen.phase1.notebooks; import certgen.phase1.reporting; print(""imports_ok"")'",.,2026-07-20T19:01:25.540812Z,2026-07-20T19:01:25.661706Z,0.120828,0,reports/phase1_command_logs/0119_final_imports.stdout.log,reports/phase1_command_logs/0119_final_imports.stderr.log,PASS,,,
120,final_phase1_tests,python3 -m pytest -q tests/test_phase1_closure.py,.,2026-07-20T19:01:25.751725Z,2026-07-20T19:01:26.562205Z,0.810424,0,reports/phase1_command_logs/0120_final_phase1_tests.stdout.log,reports/phase1_command_logs/0120_final_phase1_tests.stderr.log,PASS,,,
121,final_notebook_determinism,python3 -m certgen notebooks check-determinism --json,.,2026-07-20T19:01:26.657202Z,2026-07-20T19:01:26.778804Z,0.121539,0,reports/phase1_command_logs/0121_final_notebook_determinism.stdout.log,reports/phase1_command_logs/0121_final_notebook_determinism.stderr.log,PASS,,,
122,final_ruff,python3 -m ruff check certgen scripts tests,.,2026-07-20T19:01:26.870136Z,2026-07-20T19:01:26.967426Z,0.097232,0,reports/phase1_command_logs/0122_final_ruff.stdout.log,reports/phase1_command_logs/0122_final_ruff.stderr.log,PASS,,,
123,final_diff_check,git diff --check,.,2026-07-20T19:01:27.058162Z,2026-07-20T19:01:27.193178Z,0.134961,0,reports/phase1_command_logs/0123_final_diff_check.stdout.log,reports/phase1_command_logs/0123_final_diff_check.stderr.log,PASS,,,
124,final_reporting,"python3 -c 'import json; from certgen.phase1.reporting import generate_phase1_reports; print(json.dumps(generate_phase1_reports(), indent=2, sort_keys=True))'",.,2026-07-20T19:01:47.018291Z,2026-07-20T19:01:47.144202Z,0.125859,0,reports/phase1_command_logs/0124_final_reporting.stdout.log,reports/phase1_command_logs/0124_final_reporting.stderr.log,PASS,CERTGEN_PHASE1_PRE_GPU_COMPLETION_REPORT.md;CERTGEN_KAGGLE_T4X2_EXECUTION_HANDBOOK.md;CERTGEN_KAGGLE_RUN_LAUNCHBOARD.md;CERTGEN_KAGGLE_INPUT_BUNDLE_CATALOG.md;CERTGEN_KAGGLE_DEPENDENCY_AND_ASSET_GUIDE.md;CERTGEN_PHASE1_NEXT_ACTION.md;reports/CERTGEN_PHASE1_CURRENT_STATE.json;reports/CERTGEN_PHASE1_TEST_MATRIX.md;reports/CERTGEN_PHASE1_ARTIFACT_INVENTORY.csv,,
125,final_artifact_seal,"python3 -c 'import json; from pathlib import Path; from certgen.phase1.kaggle import BUNDLES, inspect_input, source_code_hash; required=[""CERTGEN_PHASE1_PRE_GPU_COMPLETION_REPORT.md"",""CERTGEN_KAGGLE_T4X2_EXECUTION_HANDBOOK.md"",""CERTGEN_KAGGLE_RUN_LAUNCHBOARD.md"",""CERTGEN_KAGGLE_INPUT_BUNDLE_CATALOG.md"",""CERTGEN_KAGGLE_DEPENDENCY_AND_ASSET_GUIDE.md"",""CERTGEN_PHASE1_NEXT_ACTION.md"",""reports/CERTGEN_PHASE1_BASELINE.md"",""reports/CERTGEN_PHASE1_COMMAND_LEDGER.csv"",""reports/CERTGEN_PHASE1_CURRENT_STATE.json"",""reports/CERTGEN_PHASE1_TEST_MATRIX.md"",""reports/CERTGEN_PHASE1_ARTIFACT_INVENTORY.csv"",""reports/CERTGEN_KAGGLE_RUNTIME_ESTIMATES.csv"",""reports/CERTGEN_KAGGLE_RUNTIME_ASSUMPTIONS.md"",""reports/CERTGEN_KAGGLE_FINAL_LAUNCH_AUDIT.md""]; missing=[p for p in required if not Path(p).is_file()]; current=source_code_hash(); bundles={stage:inspect_input(path) for stage,path in BUNDLES.items()}; stale={stage:row[""source_code_hash""] for stage,row in bundles.items() if row[""source_code_hash""]!=current}; state=json.loads(Path(""reports/CERTGEN_PHASE1_CURRENT_STATE.json"").read_text()); print(json.dumps({""missing"":missing,""stale_bundles"":stale,""bundles"":{k:{""passed"":v[""passed""],""sha256"":v[""zip_sha256""]} for k,v in bundles.items()},""phase1_status"":state[""phase1_status""],""cifar_present"":Path(""data/sources/cifar-10-python.tar.gz"").is_file(),""claim_allowed"":state[""claim_allowed""]},indent=2,sort_keys=True)); raise SystemExit(bool(missing or stale or not all(v[""passed""] for v in bundles.values())))'",.,2026-07-20T19:02:01.072858Z,2026-07-20T19:02:01.213843Z,0.140926,0,reports/phase1_command_logs/0125_final_artifact_seal.stdout.log,reports/phase1_command_logs/0125_final_artifact_seal.stderr.log,PASS,,,
126,orchestrator_ruff,python3 -m ruff check scripts/run_all_available_cpu_stages.py,.,2026-07-20T19:03:54.569931Z,2026-07-20T19:03:54.645517Z,0.075505,0,reports/phase1_command_logs/0126_orchestrator_ruff.stdout.log,reports/phase1_command_logs/0126_orchestrator_ruff.stderr.log,PASS,,,
127,orchestrator_capability,python3 scripts/run_all_available_cpu_stages.py --dry-run --explain,.,2026-07-20T19:03:54.751502Z,2026-07-20T19:03:54.996680Z,0.245100,10,reports/phase1_command_logs/0127_orchestrator_capability.stdout.log,reports/phase1_command_logs/0127_orchestrator_capability.stderr.log,EXPECTED_BOUNDARY,,,
128,orchestrator_resume_seal,python3 scripts/run_all_available_cpu_stages.py --resume --explain,.,2026-07-20T19:03:55.087419Z,2026-07-20T19:03:55.369936Z,0.282448,10,reports/phase1_command_logs/0128_orchestrator_resume_seal.stdout.log,reports/phase1_command_logs/0128_orchestrator_resume_seal.stderr.log,EXPECTED_BOUNDARY,,,
129,report_seal,"python3 -c 'import json; from certgen.phase1.reporting import generate_phase1_reports; print(json.dumps(generate_phase1_reports(), indent=2, sort_keys=True))'",.,2026-07-20T19:04:09.442283Z,2026-07-20T19:04:09.580332Z,0.137970,0,reports/phase1_command_logs/0129_report_seal.stdout.log,reports/phase1_command_logs/0129_report_seal.stderr.log,PASS,,,
