sequence,phase,command,cwd,start_utc,end_utc,duration_seconds,exit_code,stdout_log,stderr_log,status,artifacts_created,artifacts_reused,blocker
17,build_preflight_input,python3 -m certgen kaggle build-input --stage preflight --profile cifar_integrity_minimal --json,.,2026-07-21T18:48:48.030029Z,2026-07-21T18:48:48.223971Z,0.193833,0,reports/universal_kaggle_command_logs/0017_build_preflight_input.stdout.log,reports/universal_kaggle_command_logs/0017_build_preflight_input.stderr.log,PASS,artifacts/cvpr/kaggle_inputs/preflight/certgen_cvpr_preflight_input.zip,,
18,validate_diagnostic_bundle,python3 -m certgen kaggle validate-input artifacts/cvpr/kaggle_inputs/diagnostic/certgen_kaggle_environment_diagnostic_input.zip --json,.,2026-07-21T18:49:00.063655Z,2026-07-21T18:49:00.210946Z,0.147171,0,reports/universal_kaggle_command_logs/0018_validate_diagnostic_bundle.stdout.log,reports/universal_kaggle_command_logs/0018_validate_diagnostic_bundle.stderr.log,PASS,,,
19,validate_preflight_bundle,python3 -m certgen kaggle validate-input artifacts/cvpr/kaggle_inputs/preflight/certgen_cvpr_preflight_input.zip --json,.,2026-07-21T18:49:00.309343Z,2026-07-21T18:49:00.457349Z,0.147893,0,reports/universal_kaggle_command_logs/0019_validate_preflight_bundle.stdout.log,reports/universal_kaggle_command_logs/0019_validate_preflight_bundle.stderr.log,PASS,,,
20,cli_discovery_diagnostic,python3 -m certgen discover packages --search-root artifacts/cvpr/kaggle_inputs --expected-stage diagnostic --expected-package-type DIAGNOSTIC_INPUT --json,.,2026-07-21T18:49:00.540810Z,2026-07-21T18:49:00.729912Z,0.188974,0,reports/universal_kaggle_command_logs/0020_cli_discovery_diagnostic.stdout.log,reports/universal_kaggle_command_logs/0020_cli_discovery_diagnostic.stderr.log,PASS,,,
21,regenerate_notebook_handoff,python3 -m certgen notebooks generate --json,.,2026-07-21T18:50:47.705288Z,2026-07-21T18:50:47.828418Z,0.123027,0,reports/universal_kaggle_command_logs/0021_regenerate_notebook_handoff.stdout.log,reports/universal_kaggle_command_logs/0021_regenerate_notebook_handoff.stderr.log,PASS,"notebooks/kaggle/certgen_kaggle_environment_diagnostic_t4x2.ipynb,notebooks/kaggle/certgen_cvpr_checkpoint_preflight_t4x2.ipynb,notebooks/kaggle/certgen_cvpr_generation_1k_t4x2.ipynb,notebooks/kaggle/certgen_cvpr_feature_extraction_t4x2.ipynb",,
22,rebuild_diagnostic_input_final,python3 -m certgen kaggle build-input --stage diagnostic --json,.,2026-07-21T18:51:20.327123Z,2026-07-21T18:51:20.508766Z,0.181535,0,reports/universal_kaggle_command_logs/0022_rebuild_diagnostic_input_final.stdout.log,reports/universal_kaggle_command_logs/0022_rebuild_diagnostic_input_final.stderr.log,PASS,artifacts/cvpr/kaggle_inputs/diagnostic/certgen_kaggle_environment_diagnostic_input.zip,,
23,rebuild_preflight_input_final,python3 -m certgen kaggle build-input --stage preflight --profile cifar_integrity_minimal --json,.,2026-07-21T18:51:20.612159Z,2026-07-21T18:51:20.812814Z,0.200550,0,reports/universal_kaggle_command_logs/0023_rebuild_preflight_input_final.stdout.log,reports/universal_kaggle_command_logs/0023_rebuild_preflight_input_final.stderr.log,PASS,artifacts/cvpr/kaggle_inputs/preflight/certgen_cvpr_preflight_input.zip,,
24,focused_universal_and_phase1_tests,python3 -m pytest -q tests/test_universal_kaggle_discovery.py tests/test_phase1_closure.py tests/test_final_runtime_hardening.py tests/test_real_execution_closure.py tests/test_engineering_evidence_safety.py,.,2026-07-21T18:52:15.797534Z,2026-07-21T18:52:19.981508Z,4.183863,0,reports/universal_kaggle_command_logs/0024_focused_universal_and_phase1_tests.stdout.log,reports/universal_kaggle_command_logs/0024_focused_universal_and_phase1_tests.stderr.log,PASS,,,
25,ruff_checkpoint,python3 -m ruff check certgen scripts tests,.,2026-07-21T18:52:30.983548Z,2026-07-21T18:52:31.079779Z,0.096118,1,reports/universal_kaggle_command_logs/0025_ruff_checkpoint.stdout.log,reports/universal_kaggle_command_logs/0025_ruff_checkpoint.stderr.log,EXPECTED_BOUNDARY,,,
26,ruff_repaired,python3 -m ruff check certgen scripts tests,.,2026-07-21T18:52:40.237428Z,2026-07-21T18:52:40.292451Z,0.054915,0,reports/universal_kaggle_command_logs/0026_ruff_repaired.stdout.log,reports/universal_kaggle_command_logs/0026_ruff_repaired.stderr.log,PASS,,,
27,changed_code_mypy_checkpoint,python3 -m mypy certgen/discovery certgen/__main__.py certgen/cvpr/output_schemas.py certgen/cvpr/prepare.py certgen/notebooks/cvpr_factory.py certgen/notebooks/environment_bootstrap.py certgen/notebooks/final_zip.py certgen/notebooks/kaggle_io.py certgen/notebooks/workers/feature_worker.py certgen/phase1/kaggle.py certgen/phase1/notebooks.py certgen/pipeline/cifar10_real_pilot.py scripts/run_all_available_cpu_stages.py scripts/generate_universal_kaggle_reports.py scripts/universal_kaggle_command_runner.py,.,2026-07-21T18:52:55.400355Z,2026-07-21T18:53:04.156677Z,8.756259,1,reports/universal_kaggle_command_logs/0027_changed_code_mypy_checkpoint.stdout.log,reports/universal_kaggle_command_logs/0027_changed_code_mypy_checkpoint.stderr.log,EXPECTED_BOUNDARY,,,
28,changed_code_mypy_repaired,python3 -m mypy --follow-imports=skip certgen/discovery certgen/__main__.py certgen/cvpr/output_schemas.py certgen/cvpr/prepare.py certgen/notebooks/cvpr_factory.py certgen/notebooks/environment_bootstrap.py certgen/notebooks/final_zip.py certgen/notebooks/kaggle_io.py certgen/notebooks/workers/feature_worker.py certgen/phase1/kaggle.py certgen/phase1/notebooks.py certgen/pipeline/cifar10_real_pilot.py scripts/run_all_available_cpu_stages.py scripts/generate_universal_kaggle_reports.py scripts/universal_kaggle_command_runner.py,.,2026-07-21T18:53:42.348658Z,2026-07-21T18:53:43.606314Z,1.257540,0,reports/universal_kaggle_command_logs/0028_changed_code_mypy_repaired.stdout.log,reports/universal_kaggle_command_logs/0028_changed_code_mypy_repaired.stderr.log,PASS,,,
29,reports,python3 scripts/generate_universal_kaggle_reports.py,.,2026-07-21T18:56:52.101956Z,2026-07-21T18:56:52.347287Z,0.245215,0,reports/universal_kaggle_command_logs/0029_reports.stdout.log,reports/universal_kaggle_command_logs/0029_reports.stderr.log,PASS,"reports/CERTGEN_FOUR_ACCOUNT_PORTABILITY_MATRIX.csv,reports/CERTGEN_DEPENDENCY_CLOSURE_MATRIX.csv",,
30,audit,python3 -m certgen audit universal-kaggle --json,.,2026-07-21T18:56:52.419165Z,2026-07-21T18:56:52.610528Z,0.191259,0,reports/universal_kaggle_command_logs/0030_audit.stdout.log,reports/universal_kaggle_command_logs/0030_audit.stderr.log,PASS,reports/CERTGEN_UNIVERSAL_KAGGLE_FINAL_AUDIT.md,,
31,static-verification,python3 -m compileall -q certgen scripts tests,.,2026-07-21T18:57:05.057080Z,2026-07-21T18:57:05.169068Z,0.111874,0,reports/universal_kaggle_command_logs/0031_static-verification.stdout.log,reports/universal_kaggle_command_logs/0031_static-verification.stderr.log,PASS,,,
32,static-verification,python3 -m ruff check certgen scripts tests,.,2026-07-21T18:57:05.242489Z,2026-07-21T18:57:05.335420Z,0.092832,0,reports/universal_kaggle_command_logs/0032_static-verification.stdout.log,reports/universal_kaggle_command_logs/0032_static-verification.stderr.log,PASS,,,
33,static-verification,python3 -m mypy --follow-imports=skip certgen/discovery certgen/notebooks/environment_bootstrap.py certgen/notebooks/kaggle_io.py certgen/notebooks/final_zip.py certgen/notebooks/cvpr_factory.py certgen/phase1/audit.py certgen/phase1/kaggle.py certgen/phase1/notebooks.py certgen/cvpr/prepare.py certgen/notebooks/workers/feature_worker.py certgen/pipeline/cifar10_real_pilot.py scripts/run_all_available_cpu_stages.py scripts/generate_universal_kaggle_reports.py scripts/universal_kaggle_command_runner.py tests/test_universal_kaggle_discovery.py,.,2026-07-21T18:57:05.421234Z,2026-07-21T18:57:05.601359Z,0.180012,1,reports/universal_kaggle_command_logs/0033_static-verification.stdout.log,reports/universal_kaggle_command_logs/0033_static-verification.stderr.log,FAIL,,,
34,static-verification,python3 -m mypy --follow-imports=skip certgen/discovery certgen/notebooks/environment_bootstrap.py certgen/notebooks/kaggle_io.py certgen/notebooks/final_zip.py certgen/notebooks/cvpr_factory.py certgen/phase1/audit.py certgen/phase1/kaggle.py certgen/phase1/notebooks.py certgen/cvpr/prepare.py certgen/notebooks/workers/feature_worker.py certgen/pipeline/cifar10_real_pilot.py scripts/run_all_available_cpu_stages.py scripts/generate_universal_kaggle_reports.py scripts/universal_kaggle_command_runner.py tests/test_universal_kaggle_discovery.py,.,2026-07-21T18:57:32.372265Z,2026-07-21T18:57:32.515627Z,0.143256,0,reports/universal_kaggle_command_logs/0034_static-verification.stdout.log,reports/universal_kaggle_command_logs/0034_static-verification.stderr.log,PASS,,,
